sn,name,type,package_kind,priority,complexity,scene,biz_line,risk_mechanism,assigned_agents,source_kind,source_top,source_title,topic,merge_action,audit_goal,data_dependencies,output_type,source_file
PERFV6D-105,部门预算绩效管理-部门预算绩效管理系统集成模型概述指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门预算绩效管理,部门预算绩效管理系统集成模型概述,新增,基于《部门预算绩效管理》中“部门预算绩效管理系统集成模型概述”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理系统集成模型概述指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
PERFV6D-106,部门预算绩效管理-部门预算绩效管理的主体系统证据链包,证据包,evidence_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门预算绩效管理,部门预算绩效管理的主体系统,新增,基于《部门预算绩效管理》中“部门预算绩效管理的主体系统”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理的主体系统证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
PERFV6D-107,预算绩效评价方法与指标-预算绩效评价方法与指标.pdf检测算法,算法候选,algorithm,P0,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,预算绩效评价方法与指标.pdf,新增,基于《预算绩效评价方法与指标》中“预算绩效评价方法与指标.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效评价方法与指标.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
PERFV6D-108,预算绩效评价方法与指标-预算绩效评价成本一效益分析方法及应用规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,预算绩效评价成本一效益分析方法及应用,新增,基于《预算绩效评价方法与指标》中“预算绩效评价成本一效益分析方法及应用”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效评价成本一效益分析方法及应用规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
PERFV6D-109,预算绩效评价方法与指标-我国政府预算绩效评价中的成本效益分析典型案例·78指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,我国政府预算绩效评价中的成本效益分析典型案例·78,新增,基于《预算绩效评价方法与指标》中“我国政府预算绩效评价中的成本效益分析典型案例·78”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,我国政府预算绩效评价中的成本效益分析典型案例·78指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
PERFV6D-110,预算绩效评价方法与指标-卫生健康领域预算项目绩效评价指标与方法检测算法,算法候选,algorithm,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,卫生健康领域预算项目绩效评价指标与方法,新增,基于《预算绩效评价方法与指标》中“卫生健康领域预算项目绩效评价指标与方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,卫生健康领域预算项目绩效评价指标与方法疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
PERFV6D-111,预算绩效评价方法与指标-生态环保领域预算绩效评价的案例分析…内控核查包,内控包,control_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,生态环保领域预算绩效评价的案例分析…,新增,基于《预算绩效评价方法与指标》中“生态环保领域预算绩效评价的案例分析…”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,生态环保领域预算绩效评价的案例分析…控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
PERFV6D-112,预算绩效评价方法与指标-成本效益分析在政府预算绩效管理中的运用分析规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,成本效益分析在政府预算绩效管理中的运用分析,新增,基于《预算绩效评价方法与指标》中“成本效益分析在政府预算绩效管理中的运用分析”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,成本效益分析在政府预算绩效管理中的运用分析规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
PERFV6D-113,预算绩效评价方法与指标-科学技术研究领域项目绩效评价指标与方法探索….：116指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,科学技术研究领域项目绩效评价指标与方法探索….：116,新增,基于《预算绩效评价方法与指标》中“科学技术研究领域项目绩效评价指标与方法探索….：116”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,科学技术研究领域项目绩效评价指标与方法探索….：116指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
PERFV6D-114,预算绩效评价方法与指标-教育领域项目绩效评价指标与方法研究证据链包,证据包,evidence_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,预算绩效评价方法与指标,教育领域项目绩效评价指标与方法研究,新增,基于《预算绩效评价方法与指标》中“教育领域项目绩效评价指标与方法研究”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,教育领域项目绩效评价指标与方法研究证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md
